pl_name,pl_rade,pl_masse,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,st_spectype,st_mass,st_lum,st_rad,st_teff
TOI-1824 b,2.7438269,16,528.67,,22.808533,0.151,,0.8801,-0.37263,0.8123,5165
TOI-1836 b,8.22279941,,897.76,153.5185,20.38078237,,,,,1.61988,6351
TOI-1836 c,2.73549,,2058,2981.98,1.7727505,,,,,1.62,6351
TOI-1842 b,12.4956,,1208,354.639,9.5739531,,,,,2.05,6115
TOI-1846 b,1.79020058,,523.44,17.7419,3.930674628,,,,,0.411452,3512
TOI-1853 b,3.46,73.2,1479,,1.2436258,0.0213,K2.5 V,0.837,-0.43227,0.808,4985
TOI-1855 b,18.49481816,360.0995851,1701,,1.36414864,0.02398,,0.987,-0.09474,1.041,5359
TOI-1859 b,9.75181321,,,,63.48347,0.337,,1.287,,1.36,6341
TOI-1860 b,1.0883,,1515,876.703,1.0662082,,,,,0.93,5668
TOI-1883 b,5.55217343,,524.92,17.9436,4.506383808,,,,,0.493576,3477
TOI-1898 b,9.39553231,129,674.54,,45.52234,0.269,,1.2484,0.55121,1.6131,6241
TOI-1899 b,12.18265167,,323.88,2.6006,29.09022715,,,,,0.617863,3854
TOI-1937 A b,13.97759893,638.8350981,2097,3230,0.94667944,0.01932,,1.072,0.0799,1.08,5814
TOI-198 b,1.47777541,,420.93,7.4195,10.21501679,,,,,0.447336,3763
TOI-199 b,10.223,,358,2.7528,104.8729635,,,,,0.88,5350
TOI-199 c,,88.99195396,,,273.69,0.807,G9 V,0.936,-0.33819,0.82,5255
TOI-1994 b,11.5159,,1841,1910.26,4.0337201,,,,,2.22,7369
TOI-2000 b,2.7,11,1488,628,3.09833,0.04271,,1.082,0.05956,1.134,5611
TOI-2000 c,8.34235,,970,147.466,9.1270519,,,,,1.18,5400
TOI-2005 b,12.49784019,,1221.39,525.9409,17.30579232,,,,,2.22759,6995.5
TOI-201 b,,,,,52.978197,,F6 V,1.316,0.41497,1.317,6394
TOI-201 c,11.13051784,4513.163379,,,2800,4.28,F6 V,1.316,,1.339,
TOI-2010 b,11.81426566,408.7273314,400.2,4.09,141.834025,0.5516,F0,1.112,0.11361,1.079,5929
TOI-2015 b,5.37673,,657,31.0153,3.3491408,,,,,0.32,3223
TOI-2015 c,,8.91,448,6.68,5.582796,0.041232,M4 +/- 0.5,0.3041,-1.49214,0.3273,3297
TOI-2018 b,2.27615636,,576.34,26.0758,7.435570896,,,,,0.622512,4218.9
TOI-2019 b,3.99579,,933,126.052,15.3468182,,,,,1.8,5588
TOI-2025 b,12.52043144,1398.444991,1167,,8.872078,0.092,,1.32,,1.56,5880
TOI-2031 A b,14.20177855,254.2627256,1358,567,5.71548654,0.066,,1.174,0.39094,1.241,6490
TOI-2046 b,16.14093221,731.0053361,,,1.4971842,,F8 V,1.13,,1.21,6250
TOI-2048 b,2.61,,,,13.79019,,G V,0.83,-0.38722,0.79,5185
TOI-206 b,1.53326821,,840.17,117.7582,0.73631322,,,,,0.351676,3358
TOI-2068 b,2.36633077,,481.07,12.6578,7.769088748,,,,,0.542573,3700
TOI-2076 b,2.39,,738,49.4,10.355235,,,0.883,,0.774,5201
TOI-2076 c,3.38,,734,,,0.0885,K,0.85,-0.42285,0.7622,5187
TOI-2076 d,3.232,,530.4,16.5,35.12537,0.1539,,0.824,,0.77,5200
TOI-2076 e,1.355,,1138,,3.0223445,0.0385,,0.8557,,0.796,5192
TOI-2081 b,2.04,,488,8.1,10.50534,0.0752,M1.0,0.54,-1.33847,0.534,3800
TOI-2084 b,2.07448,,554,15.739,6.0784031,,,,,0.47,3630
TOI-2088 b,3.6831179,37,300.33,,124.72997,0.472,,0.9027,-0.36151,0.8481,5081
TOI-2095 b,1.3,,,3.23,17.664872,0.101,M0.5-1.0 V,0.465,-1.47756,0.453,3662
TOI-2095 c,1.39,,,1.73,28.1722,0.138,M0.5-1.0 V,0.465,-1.47756,0.453,3662
TOI-2096 b,1.62297957,,454.5,10.0846,3.119071562,,,,,0.247331,3285
TOI-2096 c,1.914,,349,3.7,6.38784,0.04,M4,0.231,-2.22768,0.235,3300
TOI-2107 b,14.183,,1322,508.468,2.45457,,,,,0.97,5565
TOI-2109 b,15.098497,1595.498603,3646,,0.67247414,0.01791,F,1.453,0.67302,1.698,6540
TOI-2120 b,2.122,6.8,384,3.61,5.7998164,0.0377,,0.211,-2.28651,0.245,3131
TOI-2128 b,2.62907902,,777.21,86.2315,16.3413889,,,,,1.12506,5991.11
TOI-2134 b,3.21883,,690,37.6631,9.2292078,,,,,0.77,4406
TOI-2134 c,5.95763,,356,2.691,95.8531625,,,,,0.77,4406
TOI-2136 b,2.09,15,403,4.4,7.85191,0.054,,0.34,-1.88606,0.335,3366
TOI-2141 b,2.85973,,767,57.4643,18.2616878,,,,,0.94,5674
TOI-2145 b,11.98240037,1671.777421,1484,,10.26075,0.1108,,1.72,0.99651,2.749,6177
TOI-2152 A b,14.35870428,899.4543918,1802,,3.3773512,0.05064,F4 V,1.516,0.65321,1.612,6630
TOI-2154 b,16.05470238,,1436.34,1005.8946,3.824082643,,,,,1.38719,6243
TOI-2158 b,10.76062147,260.6192937,1188,,8.60077,0.075,,1.12,,1.41,5673
TOI-216.01,,,,,34.5073,,,0.874,,0.838,5026
TOI-216.02,6.48401246,,563.88,23.8922,17.38904539,,,,,0.801736,5025.77
TOI-2169 A b,12.50922246,329.5880581,1364,577,8.2148282,0.0896,,1.42,0.66558,1.82,6270
TOI-2180 b,,,,,260.1706,,,,,,
TOI-2184 b,11.39953337,206.5884646,,1429,6.90683,,,1.53,,2.9,5966
TOI-2193 A b,12.98143672,,1596.39,1534.906,2.122367251,,,,,1.19653,6079
TOI-2194 b,1.9892,,590.88,,15.337597,,,0.74,,0.6909,4756
TOI-2196 b,3.51,26,1860,2000,1.1947268,0.02234,G V,1.032,-0.00436,1.043,5634
TOI-220 b,2.84818,,796,66.8553,10.6953083,,,,,0.88,5272.71
TOI-2202 b,11.37540568,,652.07,42.7254,11.91249419,,,,,0.823883,5064
TOI-2202 c,,117.2786822,,,24.6744,0.15544,K8 V,0.823,-0.40121,0.794,5144
TOI-2207 b,10.97092652,,1178.03,455.1446,8.000489041,,,,,1.55738,6146
TOI-2211.01,1.66670301,,1057.09,295.0992,3.09117213,,,,,0.834386,5253
TOI-2236 b,14.36991326,502.1688831,1688,1356,3.5315902,0.05009,,1.343,0.53275,1.573,6248
TOI-2257 b,2.22536959,,230.78,0.6703,35.18964444,,,,,0.326932,3446
TOI-2260 b,1.62,,2609,,0.3524728,0.0097,G V,0.99,,0.94,5534
TOI-2266 b,1.97631873,,502.93,15.1204,2.326342966,,,,,0.261162,3244
TOI-2274 b,2.45,,771.46,,2.67963,0.05,M,0.612,-1.06233,0.631,3943
TOI-2285 b,1.77,,358,3.91,13.635109,,,0.454,-1.54212,0.464,3491
TOI-2295 b,7.64759,,709,42.0912,60.06632,,,,,1.47,5660
TOI-2295 c,,,234.9,,966.5,2.018,,1.168,0.31387,1.459,5730
TOI-2328 b,10.1067,,589,20.0982,17.1019622,,,,,0.93,5302.3
TOI-2337 b,11.56559794,,1272.46,619.5809,2.994263037,,,,,3.22859,4784
TOI-2338 b,11.2089807,1900.613874,799,,22.65398,0.158,,0.99,-0.01323,1.05,5581
TOI-2346 b,14.877,,1715,1437.43,3.3311975,,,,,1.33,6605
TOI-2364 b,8.60849718,71.51139158,1091,237,4.0197517,0.04871,,0.954,-0.25181,0.886,5306
TOI-2368 b,11.47266206,,910.93,162.7267,5.1750108,,,,,0.892685,5177
TOI-237 b,1.741587,,344.38,3.324,5.433729,,,,,0.214,3139
TOI-2373 b,11.2448,,805,69.8726,13.3368173,,,,,1.2,5517
TOI-2374 b,8.01917,,755,54.2011,4.31362,,,,,0.8,4929.5
TOI-2379 b,11.72459381,1830.691624,624,25.3,5.4693827,0.05263,,0.645,,0.622,3707
TOI-238 b,1.402,3.4,1311,728,1.2730991,0.02118,K2V,0.79,-0.47083,0.733,5059
TOI-238 c,2.18,6.7,696,58.3,8.465651,0.0749,K2V,0.79,-0.47083,0.733,5059
TOI-2382 b,12.25141591,235.1930212,1426,689,4.6612061,0.059,,1.26,0.37967,1.417,6033
TOI-2384 b,11.48920522,624.8506482,889.7,104.3,2.13570304,0.02793,,0.635,,0.6113,3943
TOI-2406 b,2.72261795,,410.3,6.6976,3.076683468,,,,,0.1966,3163
TOI-2407 b,4.26,,705,41,2.702969,0.033,,0.548,-1.34872,0.567,3530
TOI-2411 b,1.68,,1355,,0.7826942,0.0144,,0.65,,0.68,4099
TOI-2416 b,11.5451,,942,130.93,8.2754608,,,,,1.39,5515.2
TOI-2420 b,11.8252,,1166,307.599,5.84259,,,,,2.2,5707
TOI-2421 b,10.753,,1475,786.037,4.3474,,,,,1.79,5618
TOI-2427 b,1.8,,1117,,1.3060011,0.0202,,0.64,,0.65,4072
TOI-244 b,1.27111313,,409.94,6.6744,7.397215984,,,,,0.407103,3342
TOI-2443 b,2.7731,,600.83,,15.669494,,,0.66,,0.7321,4357
TOI-2445 b,1.25,,1060,,0.3711281,0.0064,,0.25,,0.27,3333
TOI-2447 b,10.2185,,719,44.5933,,,,,,1.04,5825
TOI-2458 b,2.37973235,,1396.05,897.6873,3.736968939,,,,,1.32975,6092
TOI-2458 c,,,,,16.553,0.129,F9-F9.5,1.05,,1.31,6005
TOI-2459 b,2.9531,,445.01,,19.104718,,,0.66,,0.6751,4195
TOI-2485 b,12.196,,1121,262.58,11.2347982,,,,,1.72,6016.4
TOI-2497 b,11.14172682,1531.932922,1595,,10.655669,0.1166,,1.859,1.16732,2.36,7360
TOI-2498 b,6.06,34.62,1443,,3.738252,0.0491,,1.12,,1.26,5905
TOI-251 b,2.74,317.83,,,4.93777,0.05741,,1.036,-0.0804,0.881,5875
TOI-2524 b,11.2089807,203.4101805,1100,,7.18585,0.073,,1.007,0.11628,1.119,5831
TOI-2525 b,8.67575106,26.69758619,,,23.2856,0.1511,K8 V,0.849,-0.44009,0.785,5096
TOI-2525 c,10.3670919,,399.96,6.0478,49.24455988,,,,,0.824284,4944
TOI-2529 b,10.9718,,808,70.9731,,,,,,1.75,5822
TOI-2537 b,11.25381662,415.401728,338,,94.1022,0.3715,,0.771,-0.52143,0.771,4870
TOI-2537 c,,,123.1,,1920,2.78,,0.771,-0.52143,0.771,4870
TOI-2545 b,2.55760211,,1022.99,258.8217,7.994036718,,,,,1.25324,5846.29
TOI-2567 b,10.70165915,,1278.94,632.2915,5.9839451,,,,,1.71761,5609
TOI-257 b,6.37909616,,972.38,211.2845,18.38770809,,,,,1.76557,6382.7
TOI-2570 b,14.06998283,,1307.24,690.1555,2.988765442,,,,,1.12141,5639
TOI-2580 b,18.3834,,1870,2031.47,3.397862,,,,,1.83,6590
TOI-2583 A b,13.7321,,1440,713.859,4.52074,,,,,1.49,6050
TOI-2587 A b,10.9408,,1230,381.078,5.4566563,,,,,1.72,5674.8
TOI-2589 b,12.10569916,1112.399425,592,,61.6277,0.3,,0.93,-0.00436,1.07,5579
TOI-260 b,1.98408816,,455.61,10.1838,13.47584784,,,,,0.618173,4111
TOI-261.01,3.0449863,,1722.49,874.7956,3.3639254,0.034792189,,0.496728,,1.28018,5890.3
TOI-262 b,2.07,,584,,11.14529,0.163,K0 V,0.913,,0.853,5310
TOI-2641 b,9.73548966,,1275.81,626.1275,4.880963962,,,,,1.27132,6309
TOI-2669 b,19.72780603,193.8753283,,,6.2034,,,1.19,,4.1,4800
TOI-269 b,2.77,8.8,531,19,3.6977104,0.0345,M2 V,0.3917,,0.398,3514
TOI-270 b,1.206,1.58,581,,3.3601538,0.03197,M,0.386,-1.7122,0.378,3506
TOI-270 c,2.42,,424,,5.660172,0.0472,M3.0 V,0.4,-1.76955,0.38,3386
TOI-270 d,2.25394645,,358.83,3.918,11.37956534,,,,,0.374358,3551
TOI-2714 b,12.9239,,1544,945.55,2.4993895,,,,,1.21,5737
TOI-2719 b,5.98,,1710,,3.37594,,,1.02,,1.69,5762
TOI-2768 b,2.63,,855,,1.50801,0.027,M,0.63,-0.99801,0.657,4008
TOI-277 b,2.65,,,,3.994,0.0269,,0.16,,0.362,4031
TOI-2796 b,17.26183028,139.8444991,1205,352,4.8084983,0.0569,,1.063,0.05538,1.069,5764
TOI-2803 A b,18.11371281,309.8826968,1893,2150,1.96229325,0.03185,,1.118,0.33646,1.245,6280
TOI-2818 b,14.2282,,1515,876.846,4.0397189,,,,,1.14,5758.5
TOI-2842 b,11.8731,,1198,342.119,3.5514016,,,,,1.26,6019
TOI-286 b,1.42,4.53,979,,4.5117244,0.0503,K3 V,0.832,-0.41364,0.78,5152
TOI-286 c,1.84555,,606,22.4437,39.361947,,,,,0.79,5245
TOI-2876 b,9.36407,,709,42.1658,6.2996307,,,,,0.92,5137
TOI-2886 b,18.6498,,1890,2118.49,1.6020002,,,,,1.22,6141
TOI-2969 b,12.3326,,944,131.939,1.8237148,,,,,0.78,4581
TOI-2977 b,13.15934334,533.9517238,1544,947.8,2.3505614,0.03386,,0.936,0.03703,1.073,5691
TOI-2981 b,12.3972,,1353,556.616,3.6015056,,,,,1.03,6055
TOI-2986 b,9.292245,96.61983573,1622,1156,3.2783662,0.04489,,1.122,0.36773,1.458,5906
TOI-2989 b,13.4539,,850,86.7639,3.1228396,,,,,0.77,4262
TOI-2992 b,12.7824,,1606,1104.67,3.00782,,,,,1.54,5999.1
TOI-3023 b,16.43236571,197.0536123,1596,1084,3.9014971,0.0505,,1.12,0.44404,1.668,5760
TOI-3071 b,7.13535,,1985,2579.61,1.2669382,,,,,1.36,6296
TOI-3082 b,3.6621,,1032.78,,1.926907,,,0.664,,0.6847,4263
TOI-3135 b,12.9758,,1114,256.023,3.7065603,,,,,1.03,5632
TOI-3160 A b,13.7646283,378.2158043,1539,933,3.971281,0.0505,,1.088,0.3784,1.346,6190
TOI-3235 b,11.39953337,211.3558907,604,,2.59261842,0.02709,M V,0.3939,-1.78968,0.3697,3388.8
TOI-3261 b,4.37490943,,1609.57,1586.21,0.8831279,,,,,0.86,5151.4
TOI-329 b,5.02478678,,1249.94,576.8749,5.704285814,,,,,1.61148,5560.5
TOI-332 b,3.28324,,2240,4180.32,0.77685,,,,,0.96,5190
TOI-3321 b,14.7302,,1553,967.919,3.6525305,,,,,1.47,5930
TOI-3331 A b,12.168,,1330,520.136,2.0180196,,,,,0.96,5544
TOI-3353.01,2.17821,,1068,216.429,4.6658007,,,,,1.02,6365
TOI-3362 b,12.80065596,1598.359059,,,18.09547,0.153,,1.445,0.73878,1.83,6532
TOI-3364 b,12.22899794,530.7734397,1264,425,5.8768918,0.0675,,1.186,0.28556,1.419,5706
TOI-3464 b,12.4868,,1150,290.61,3.6515704,,,,,1.59,6353
TOI-3474 b,14.0735,,1437,709.036,3.8795023,,,,,1.26,6048
TOI-3486 b,10.4759,,946,133.224,2.217782,,,,,0.81,4841
TOI-3493 b,3.22,8.97,1102,245,8.1594667,,G1/2 V,1.023,,1.228,5844
TOI-3523 A b,16.9661,,1970,2500.98,2.304583,,,,,1.58,6562
TOI-3540 A b,12.17579997,,1324.89,728.1777,3.11984039,,,,,1.13476,6011.2
TOI-3568 b,5.3,26.4,899,,4.417965,0.0485,,0.78,0.33,0.719,4969
TOI-3593 b,11.02963701,565.7345645,1170,308,3.8212867,0.0481,,1.015,-0.14146,0.918,5550
TOI-3629 b,8.29464572,77.2323029,711,43,3.9365578,0.04194,,0.635,-1.12494,0.6103,3865
TOI-3682 b,12.80065596,69.28659273,1657,1258,3.3462406,0.048,,1.32,0.45788,1.735,5703
TOI-3688 A b,13.2996429,,1471.43,1107.8472,3.246208009,,,,,1.34548,6088
TOI-3693 b,12.59889431,324.1849751,801,68.6,9.088516,0.0813,,0.867,-0.3439,0.791,5321
TOI-3714 b,11.61024861,,689.88,53.5322,2.154747222,,,,,0.50843,3538
TOI-3757 b,12.43773089,,705.15,58.4322,3.439195425,,,,,0.637223,3902
TOI-3785 b,5.14,14.95,582,19.1,4.6747373,0.043,M2 V,0.52,-1.43533,0.5,3576
TOI-3807 b,18.49481816,330.5415433,1646,1230,2.8989727,0.0421,,1.181,0.33244,1.468,5772
TOI-3819 b,13.13692538,352.7895318,1633,1186,3.2443141,0.04611,,1.242,0.39967,1.538,5859
TOI-3837 b,11.0233,,954,138.065,11.8886495,,,,,1.21,5773.9
TOI-3856 b,13.59649359,171.6273398,1544,949,2.04360352,0.0325,,1.096,0.00087,1.055,5622
TOI-3877 b,12.0574,,1115,257.46,4.1225477,,,,,1.55,5662.2
TOI-3884 b,5.7177,,429,5.6575,4.5445569,,,,,0.3,3192
TOI-3894 b,15.27784069,260.6192937,1531,,4.33454,0.05354,,1.138,0.41896,1.502,6000
TOI-3912 b,14.28024141,129.0383332,1512,872.2,3.4936264,0.0463,,1.088,0.27323,1.392,5725
TOI-3919 b,12.31866979,1233.174219,1198,,7.433234,0.0795,,1.208,0.33606,1.319,6100
TOI-3976 A b,12.27383387,55.61997123,1295,469,6.607662,0.0743,,1.254,0.41296,1.501,5975
TOI-3980 b,17.0677,,1655,1247,3.6089193,,,,,1.63,5854
TOI-3984 A b,7.9,44,563,16.7,4.353326,0.041,M4+/-0.5,0.49,,0.47,3476
TOI-4010 b,3.02,11,1441,714,1.348335,0.0229,K V,0.88,,0.83,4960
TOI-4010 c,6.61394759,,872,126.2342,5.414623493,,,,,0.880213,4888
TOI-4010 d,6.18,38.15,650,30,14.70886,0.113,K V,0.88,,0.83,4960
TOI-4010 e,,,174,0.15,762,1.57,K V,0.88,,0.83,4960
TOI-406 c,1.32,2.08,584,19,3.307441,0.0322,M3,0.408,-1.71444,0.41,3392
TOI-406.01,2.08,6.57,368,3,13.175682,0.0809,M3,0.408,-1.71444,0.41,3392
TOI-4087 b,13.04725353,232.0147371,1458,753.9,3.1774835,0.04469,,1.178,0.17609,1.112,6060
TOI-411 b,1.362,13.71,1241,495.139,4.040295,0.05727,,1.098,,1.117,6169
TOI-411 c,2.30530583,,941.92,186.0248,9.573070636,,,,,1.11672,6101
TOI-4127 b,12.5447,,272,0.9094,56.4043748,,,,,1.25,6433
TOI-4137 b,13.6371,,1418,672.585,3.8016217,,,,,1.47,6244
TOI-4145 A b,13.30506009,136.666215,1074,223,4.0664428,0.04823,,0.905,-0.28735,0.859,5281
TOI-4153 b,16.11851425,365.5026681,1669,,4.6174141,0.06311,,1.572,0.71349,1.605,6860
TOI-4155 b,3.21,,1255,,3.320729,,,1.16,,0.95,5724
TOI-4184 b,2.43,,412,4.8,4.9019804,0.0336,M5.5+/-0.5,0.2109,-2.2644,0.2347,3238
TOI-4201 b,13.67495645,788.2144494,725,45.2,3.5819194,0.04,M1.0+/-0.5,0.61,-1.11919,0.63,3794
TOI-421 b,2.64,6.7,922,,5.197576,0.0554,G9 V,0.833,,0.866,5291
TOI-421 c,4.79096167,,625.19,36.1061,16.06752202,,,,,0.860124,5718
TOI-4214 b,11.154,,1352,555.531,3.491383,,,,,1.59,5936.5
TOI-4308 b,2.45142,,759,55.3616,9.1512776,,,,,0.79,5015
TOI-431 b,1.28,3.07,1862,,0.490047,0.0113,,0.78,,0.731,4850
TOI-431 c,,,867,,4.8494,0.052,,0.78,,0.731,4850
TOI-431 d,3.29,9.9,633,,12.46103,0.098,,0.78,,0.731,4850
TOI-4329 b,16.81347105,143.0227832,,,2.9223,,,1.538,,2.31,6000
TOI-4336 A b,2.12,,308,1.5,16.336334,0.0872,M3.5+/-0.5,0.331,-1.9431,0.328,3298
TOI-4342 b,2.27214086,,585.02,27.6818,5.538328999,,,,,0.598175,3883
TOI-4342 c,2.46422452,,469.88,11.5205,10.68860835,,,,,0.598175,3883
TOI-4364 b,2.09370701,,487.36,13.3328,5.42406915,,,,,0.465777,3500
TOI-4377 b,15.10970598,304.1617855,,,4.378081,0.0579,,1.36,0.82217,3.52,4974
TOI-4379 b,16.52126324,,1869.38,2886.0942,3.253526621,,,,,2.06072,6368
TOI-4406 b,11.2089807,95.3485221,904,,30.08364,0.201,,1.19,0.36173,1.29,6219
TOI-4438 b,2.49,,435,,7.4463,0.0511,M,0.364,-1.79352,0.376,3353
TOI-444 b,3.29701974,,561.36,23.4694,17.96350827,,,,,0.794471,5229
TOI-4443.01,1.71932648,,1499.3,1194.2104,1.849856678,,,,,1.01733,5834
TOI-4463 A b,13.26022417,252.3557552,1395,633,2.8807198,0.04036,,1.056,0.01115,1.062,5640
TOI-4465 b,11.62,,941,130.528,,,,,,0.99,5557
TOI-4479 b,2.82,,861,92.5,1.1589,0.0164,M3.0,0.452,-1.60432,0.451,3400
TOI-4487 A b,13.1238,,1477,792.078,3.9540617,,,,,1.69,5773
TOI-4495.01,3.63045,,1202,346.626,5.1830043,,,,,1.34,6156
TOI-4504 b,2.66002553,,1234.03,548.0544,2.426153785,,,,,0.960919,5271
TOI-4504 c,11.4756331,,182.8,0.2639,82.92941142,,,,,0.960919,5271
TOI-4504 d,,450.2357214,,,40.5634,0.2219,K1 V,0.89,-0.20761,0.92,5315
TOI-451 b,1.91,,1491,,1.858703,0.0283,,0.95,-0.1891,0.879,5550
TOI-451 c,,,,,9.192402,,,0.95,-0.1891,0.879,5550
TOI-451 d,4.07,,722,,16.364988,0.1208,,0.95,-0.1891,0.879,5550
TOI-4515 b,12.17,637,705,,15.266446,0.118,G8/G9,0.949,-0.23582,0.86,5433
TOI-4527.01,0.90866174,,1247.03,571.5072,0.399444495,,,,,0.485948,3702
TOI-4551 b,11.85910158,473.5643264,,,9.95581,0.0994,,1.31,0.80277,3.55,4896
TOI-4559 b,1.49999347,,522.51,17.6157,3.964905267,,,,,0.426767,3476
TOI-4562 b,12.53,732,318,,225.11781,0.768,F7 V,1.192,,1.152,6096
TOI-4562 c,,1833.869908,,,3990,5.219,F7 V,1.192,,1.152,6096
TOI-4582 b,10.53644186,168.4490557,,,31.034,,,1.34,,2.5,5190
TOI-4600 b,6.82369247,,344.17,3.3159,82.69014391,,,,,0.831915,5073
TOI-4600 c,9.42,2946.269333,191,,482.8191,1.152,K V,0.89,-0.37675,0.81,5170
TOI-4602.01,2.550449,,1380.27,603.6935,3.9812091,0.05099712,,1.116795,,1.15664,6011.9
TOI-4603 b,11.67975789,4096.808166,1677,1192,7.24599,0.0888,F,1.765,1.01703,2.738,6264
TOI-4633 c,3.52959232,,268.57,1.2295,271.938639,,,,,1.5819,5490.04
TOI-4638.01,2.71867163,,779.83,87.4019,10.28295825,,,,,0.894563,5700
TOI-4641 b,9.76032934,,950.11,192.5802,22.09339218,,,,,1.75449,6798.4
TOI-470 b,4.34,,660,,12.19148,0.119,G,0.87,,0.831,5190
TOI-4734 b,10.9175472,61.65871096,1468,775,6.235633,0.074,,1.391,0.62428,1.857,6070
TOI-4791 b,13.0113,,1279,445.261,4.2809767,,,,,1.49,5964
TOI-4794 b,14.35870428,308.2935548,1673,1310,3.5658116,0.0492,,1.25,0.49969,1.451,6390
TOI-480 b,2.85372018,20.8,1198.94,,6.866196,0.077,,1.2793,0.46195,1.4877,6174
TOI-481 b,11.9428,,1111,253.126,10.3311664,,,,,1.73,5760
TOI-4860 b,8.47398941,212.9450327,624,,1.52275959,0.01845,M4.5+/-0.5,0.3357,-1.83565,0.348,3390
TOI-4914 b,12.87,227,894,,10.60057,0.098,,1.03,0.00903,1,5805
TOI-4961 b,12.34108775,572.0911326,919,115,7.479182,0.0726,,0.912,-0.20135,0.912,5380
TOI-4994 b,8.54124329,88.99195396,717.6,40,21.491984,0.1515,,1.005,0.0086,1.055,5640
TOI-500 b,1.35917743,,1577.39,1463.1156,0.548157295,,,,,0.751825,4590
TOI-500 c,,,,,6.6356,,K6 V,0.74,,0.678,4440
TOI-500 d,,,,,26.233,,K6 V,0.74,,0.678,4440
TOI-500 e,,,,,61.3,,K6 V,0.74,,0.678,4440
TOI-5005 b,6.00429,,1012,174.188,6.3084728,,,,,0.97,5840
TOI-5027 b,10.76062147,642.0133821,1056,,10.24368,0.093,,1.02,-0.03058,0.92,5909
TOI-5076 b,3.48935569,16.14568308,550,,23.443162,0.1481,,0.789,-0.47366,0.844,4780
TOI-5082.01,2.64301,,1113,255.637,4.2403543,,,,,0.93,5670
TOI-5108 b,6.28796,,927,122.785,6.7535728,,,,,1.32,5880
TOI-5110 b,11.98240037,921.7023803,976,,30.158577,0.2157,,1.469,0.84696,2.333,6160
TOI-512 b,1.54,3.57,1009,127,7.18886,,,0.74,-0.25696,0.89,5277
TOI-5126 b,4.40571,,1247,402.195,5.4589863,,,,,1.24,6223
TOI-5126 c,3.00633,,824,76.5725,17.9051919,,,,,1.24,6223
TOI-5143 c,16.25302201,,,,5.2097118,0.05602,K V,0.864,,0.852,5183
TOI-5153 b,11.88151954,1036.120607,906,,20.33003,0.158,F8 V,1.24,,1.4,6300
TOI-5174 b,4.80454584,,808.37,100.9112,12.21933924,,,,,1.09457,5643.77
TOI-5181 A b,13.0318,,1236,387.931,3.8922407,,,,,1.66,5943
TOI-519 b,11.99363,4449.62,760,,1.2652328,0.012,M3.5,0.369,,0.373,3350
TOI-5205 b,11.6,343,737,49,1.630757,0.0199,M4.0,0.392,-1.7122,0.394,3430
TOI-5210 b,11.6029,,1228,377.954,4.5661309,,,,,1.28,5569
TOI-5218 b,9.86,657,783,62,4.291452,0.0469,,0.739,-0.82391,0.708,4230
TOI-5232 b,12.9734,,1637,1193.86,4.0966887,,,,,1.74,6212
TOI-5238 b,5.22,,,,4.872171,,,1,-0.02335,1.02283,5631
TOI-5293 A b,11.8933,,662,31.8905,2.9304371,,,,,0.5,3692
TOI-530 b,8.61211634,,495.61,14.259,6.387573911,,,,,0.544769,3688
TOI-5300 b,9.86390302,190.6970442,1043,198,2.262196,0.0295,K4 V,0.67,-0.76195,0.65,4610
TOI-5301 b,13.09208946,1182.321674,1648,,5.858858,0.073,,1.483,0.81624,2.19,6240
TOI-5319 b,3.74681,,695,38.7885,4.0785273,,,,,0.48,3580
TOI-532 b,5.59112064,,779.15,87.0961,2.32663999,,,,,0.623609,3946
TOI-5322 b,16.7305,,1354,558.524,5.4233428,,,,,1.43,5790
TOI-5340 b,15.07607904,270.154146,1566,1004,4.9394392,0.0628,,1.35,0.5955,1.842,5990
TOI-5344 b,10.60369574,130.9453037,689,38,3.792622,0.04041,,0.612,-1.21254,0.588,3747
TOI-5386 A b,14.70618268,155.1002626,1488,817,3.62156552,0.04856,,1.165,0.28488,1.245,6094
TOI-5388.01,1.89426,,601.35,3.3023,2.594675,0.024335855,,0.28572,,0.31,3495
TOI-5398 b,10.3,58.7,947,,10.590547,0.098,G V,1.146,,1.051,6000
TOI-5398 c,3.52,11.8,1242,,4.77271,0.057,G V,1.146,,1.051,6000
TOI-540 b,0.96547064,,550.23,21.6623,1.239153364,,,,,0.197117,3042
TOI-544 b,2.03,,1082,,1.548351,0.0251,,0.85,,0.66,4369
TOI-544 c,,,,,50.089,,,0.631,,0.623,4169
TOI-5542 b,11.30986153,419.5334972,441,9.6,75.12375,0.332,G3 V,0.89,1.057,1.058,5700
TOI-5573 b,9.75,112,528,12.92,8.79758977,0.0712,,0.619,-1.15927,0.594,3790
TOI-558 b,12.17295304,1147.360549,1061,,14.574071,0.1291,F V,1.349,0.54654,1.496,6466
TOI-559 b,12.22899794,1910.148726,1180,,6.9839095,0.0723,G V,1.026,0.22737,1.233,5925
TOI-5592 b,17.14974047,285.7277379,1789,1712,2.6085846,0.03935,,1.194,0.4216,1.393,6237
TOI-561 b,1.423,1.59,,,0.446578,0.01055,G9 V,0.785,,0.849,5455
TOI-561 c,2.91,5.39,800,68.2,10.778831,0.0884,G9 V,0.806,-0.27327,0.843,5372
TOI-561 d,2.72148317,11,552.84,,25.71255,0.156,,0.7601,-0.26761,0.8566,5342
